product_url,product_title,mrp,sales_price,discount_percent,star_rating,number_of_ratings,seller_name,product_details,technical_details,additional_information,Brand,Special Feature,Product Dimensions,Colour,Capacity,Material,Recommended Uses For Product,Output Wattage,Wattage,Voltage,Control Method,Has Nonstick Coating,Inner Material,Min Temperature Setting,Controller Type,Is Dishwasher Safe,Max Temperature Setting,Manufacturer,Country of Origin,Item model number,Model,Annual Energy Consumption,Installation Type,Part Number,Special Features,Oven Cooking Mode,Burner Type,Fuel Type,Defrost System,Door Orientation,Included Components,Batteries Required,Model Name,Model Year,Mounting Hardware,Colour Screen,Audio Wattage,Batteries Included,GSM frequencies,Device interface - primary,Does it contain liquid?,Includes Rechargeable Battery,Is there a timer?,Includes remote,Item part number,Energy Consumption,Form Factor,Control Type,Door Style,Finish Type,Door Material Type,Volume Capacity Name,Energy Efficiency,Lighting,Certification,Control Console,Imported By,Number of Memory Sticks,Special features,Other display features,Color,Item Model Number,Item Part Number,Primary material,What is in the box?,Shelf Type,Whats in the box,Is Assembly Required,Assembly Type,Number of Pieces,Number of Shelves,Locking Mechanism,Weight,Item Height,Item Width,Door Material,Chamber Volume,Number of Heating Elements,Power Source,Item Weight,Net Quantity,Item Dimensions LxWxH,ASIN,Date First Available,Packer,Importer,Generic Name,Home & Kitchen Rank,Microwave Ovens Rank
https://www.amazon.in/KARNATAKA-ELECTRONICS-MICROWAVE-OVEN-MODEL/dp/B0B5DDZWNH/ref=sr_1_162?keywords=microwave+oven&qid=1687856613&sr=8-162,SRI NEW KARNATAKA ELECTRONICS MICROWAVE OVEN MODEL - 8,15600,,,,,,{},"{'Manufacturer': 'SRI NEW KARNATAKA ELECTRONICS', 'Item model number': 'SN042', 'Product Dimensions': '30.48 x 30.48 x 30.48 cm', 'ASIN': 'B0B5DDZWNH'}","{'Manufacturer': 'SRI NEW KARNATAKA ELECTRONICS, SRI NEW KARNATAKA ELECTRONICS CHINTAMINI', 'Item Dimensions LxWxH': '30.5 x 30.5 x 30.5 Centimeters', 'Net Quantity': '1.00 count', 'Generic Name': 'SRI NEW KARNATAKA ELECTRONICS MICROWAVE OVEN MODEL - 8'}",,,30.48 x 30.48 x 30.48 cm,,,,,,,,,,,,,,,SRI NEW KARNATAKA ELECTRONICS,,SN042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 count,30.5 x 30.5 x 30.5 Centimeters,,,,,SRI NEW KARNATAKA ELECTRONICS MICROWAVE OVEN MODEL - 8,,
https://www.amazon.in/Godrej-GMX-519-White-Rose/dp/B075V4N1CJ/ref=sr_1_35?keywords=microwave+oven&qid=1687856584&sr=8-35,"Godrej 19 L Convection Microwave Oven (GMX 519 CP1 PZ, White Rose)",11514,7990,31,4.3,1123,DAWNTECH ELECTRONICS PRIVATE LIMITED,"{'Brand': 'Godrej', 'Colour': 'White Rose', 'Heating Method': 'Convection', 'Finish Type': 'Glossy', 'Fuel Type': 'Electric'}","{'Brand': 'Godrej', 'Model': 'GMX 519 CP1 PZ - White Rose', 'Capacity': '19 litres', 'Volume Capacity Name': '19 litres', 'Installation Type': 'Countertop', 'Part Number': '52141502SD00062', 'Special Features': 'Auto_cook', 'Oven Cooking Mode': 'Convection', 'Colour': 'White Rose', 'Voltage': '230 Volts', 'Wattage': '800 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Stainless Steel', 'Included Components': 'Microwave oven, Glass turn table, Roller ring, Grill stand and User manual with warranty card', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Godrej', 'Country of Origin': 'China', 'Imported By': 'Godrej & Boyce Mfg. Co. Ltd., Pirojshanagar, Vikhroli (W), Mumbai - 400 079, Contact: 18002095511'}","{'ASIN': 'B075V4N1CJ', 'Customer Reviews': '4.3\n1,123 ratings\n4.3 out of 5 stars', 'Best Sellers Rank': '#38,124 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#40 in Microwave Ovens', 'Date First Available': '9 October 2017', 'Manufacturer': 'Godrej', 'Importer': 'Godrej & Boyce Mfg. Co. Ltd., Pirojshanagar, Vikhroli (W), Mumbai - 400 079, Contact: 18002095511', 'Item Weight': '15 kg', 'Item Dimensions LxWxH': '32 x 43 x 24 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'Cooking'}",Godrej,,,White Rose,19,Stainless Steel,,,800 Watts,230 Volts,,,,,,,,Godrej,China,,GMX 519 CP1 PZ - White Rose,,Countertop,52141502SD00062,Auto_cook,Convection,,Electric,Defrost,Left,"Microwave oven, Glass turn table, Roller ring, Grill stand and User manual with warranty card",No,,,,,,No,,,,,,,,,,,,,,19 litres,,,,,"Godrej & Boyce Mfg. Co. Ltd., Pirojshanagar, Vikhroli (W), Mumbai - 400 079, Contact: 18002095511",,,,,,,,,,,,,,,,,,,,,,,15 kg,1 count,32 x 43 x 24 Centimeters,B075V4N1CJ,9 October 2017,,"Godrej & Boyce Mfg. Co. Ltd., Pirojshanagar, Vikhroli (W), Mumbai - 400 079, Contact: 18002095511",Cooking,38124,40
https://www.amazon.in/Siemens-Built-Stainless-Microwave-HM676G0S1I/dp/B00PY74NF2/ref=sr_1_124?keywords=microwave+oven&qid=1687856604&sr=8-124,Siemens 60 cm 67 L Built in Stainless Steel Oven with Microwave HM676G0S1I (Steel/Black),261490,259990,1,3.0,1,Kitchen Brand Store (IndiaBrandstore),"{'Brand': 'Siemens', 'Colour': 'Black', 'Capacity': '67 litres', 'Special Feature': 'Soft', 'Installation Type': 'Built-In'}","{'Brand': 'Siemens', 'Model': 'HM676G0S1', 'Energy Consumption': '900 Watts', 'Capacity': '67 litres', 'Installation Type': 'Built-In', 'Part Number': '4242003671979', 'Special Features': 'Soft', 'Oven Cooking Mode': 'Microwave', 'Colour': 'Black', 'Wattage': '800 Watts', 'Defrost System': 'Defrost', 'Material': 'Stainless Steel', 'Included Components': '1 x enamel baking tray, 1 x combination grid, 1 x universal pan', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'BSH Household Appliances MFG PVT LTD', 'Country of Origin': 'Spain'}","{'ASIN': 'B00PY74NF2', 'Customer Reviews': '3.0\n1 rating\n3.0 out of 5 stars', 'Best Sellers Rank': '#2,579,890 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#426 in Microwave Ovens', 'Date First Available': '26 March 2019', 'Manufacturer': 'BSH Household Appliances MFG PVT LTD', 'Item Weight': '44 kg', 'Item Dimensions LxWxH': '68 x 67 x 67 Centimeters'}",Siemens,,,Black,67,Stainless Steel,,,800 Watts,,,,,,,,,BSH Household Appliances MFG PVT LTD,Spain,,HM676G0S1,,Built-In,4242003671979,Soft,Microwave,,,Defrost,,"1 x enamel baking tray, 1 x combination grid, 1 x universal pan",No,,,,,,No,,,,,,,,900 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 kg,,68 x 67 x 67 Centimeters,B00PY74NF2,26 March 2019,,,,2579890,426
https://www.amazon.in/Samsung-Convection-Microwave-MC28H5025VR-TL/dp/B09QCGC1YM/ref=sr_1_56?keywords=microwave+oven&qid=1687856592&sr=8-56,"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)",18990,15490,18,3.9,12,DAWNTECH ELECTRONICS PRIVATE LIMITED,"{'Brand': 'Samsung', 'Colour': 'Black', 'Heating Method': 'Convection', 'Fuel Type': 'Electric', 'Installation Type': 'Freestanding'}","{'Brand': 'Samsung', 'Model': 'MC28H5025VR/TL', 'Capacity': '28 litres', 'Installation Type': 'Freestanding', 'Part Number': '92947344', 'Special Features': 'Indian dairy Mode: The Indian dairy features provide pre-programmed cooking times. You do not need to set either the cooking times or the power level. Preprogrammed menu options available are :- Paneer, Ghee, Boiled Milk, Coffee, Tea and other Indian beverages., Deodorization, Child Safety Lock, Sound on/off, Various Cooking Mode, Preheat, Clock, 30 sec. Plus, Eco Mode, Power Defrost, Auto Programs, Auto Cook, Slim Fry', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Voltage': '230 Volts', 'Wattage': '900 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Power Defrost', 'Door Orientation': 'Right', 'Material': 'Stainless Steel, Glass, Ceramic', 'Included Components': 'Instruction Booklet, Glass Turntable, Wire Rack, Crusty Plate, Multi Spit', 'Batteries Required': 'No', 'Manufacturer': 'Samsung', 'Country of Origin': 'Malaysia'}","{'ASIN': 'B09QCGC1YM', 'Customer Reviews': '3.9\n12 ratings\n3.9 out of 5 stars', 'Best Sellers Rank': '#126,014 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#70 in Microwave Ovens', 'Date First Available': '13 January 2022', 'Manufacturer': 'Samsung, Samsung Electronics (M) SDN BHD , 42000, Lot2, Lebuh 2, North Klang Straits, Area 21 Industrial Park, Port Klang, Selangor, Darul Ehsan West , Malaysia', 'Packer': 'Samsun Electronics (M) SDN BHD LOT 2, North Klang Straits, Area 21, Industrial Park, 42000 Port Klang, Selangor Darul, Ehsan, West Malaysia', 'Importer': 'Samsung India Electronics Pvt. Ltd. 6th Floor, DLF Centre, Sansad Marg, New Delhi-110001, 1800 40 7267864 (1800 40 SAMSUNG)', 'Item Weight': '17 kg 500 g', 'Item Dimensions LxWxH': '47.5 x 51.7 x 31 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'Convection Microwave Oven with SlimFry'}",Samsung,,,Black,28,"Stainless Steel, Glass, Ceramic",,,900 Watts,230 Volts,,,,,,,,Samsung,Malaysia,,MC28H5025VR/TL,,Freestanding,92947344,"Indian dairy Mode: The Indian dairy features provide pre-programmed cooking times. You do not need to set either the cooking times or the power level. Preprogrammed menu options available are :- Paneer, Ghee, Boiled Milk, Coffee, Tea and other Indian beverages., Deodorization, Child Safety Lock, Sound on/off, Various Cooking Mode, Preheat, Clock, 30 sec. Plus, Eco Mode, Power Defrost, Auto Programs, Auto Cook, Slim Fry",Convection,,Electric,Power Defrost,Right,"Instruction Booklet, Glass Turntable, Wire Rack, Crusty Plate, Multi Spit",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 kg 500 g,1 count,47.5 x 51.7 x 31 Centimeters,B09QCGC1YM,13 January 2022,"Samsun Electronics (M) SDN BHD LOT 2, North Klang Straits, Area 21, Industrial Park, 42000 Port Klang, Selangor Darul, Ehsan, West Malaysia","Samsung India Electronics Pvt. Ltd. 6th Floor, DLF Centre, Sansad Marg, New Delhi-110001, 1800 40 7267864 (1800 40 SAMSUNG)",Convection Microwave Oven with SlimFry,126014,70
https://www.amazon.in/Godrej-GME-728-Golden-Rose/dp/B07VQ89LR4/ref=sr_1_103?keywords=microwave+oven&qid=1687856601&sr=8-103,"Godrej 28 Litres Convection Microwave Oven (GME 728 CF1 PM, Golden Rose, Dual Grill Technology)",,,,4.0,4,,"{'Size': '28 Litres', 'Brand': 'Godrej', 'Colour': 'Golden Rose', 'Heating Method': 'Convection', 'Fuel Type': 'Electric'}","{'Brand': 'Godrej', 'Model': '52141502SD00047', 'Capacity': '28 litres', 'Installation Type': 'Countertop', 'Part Number': '52141502SD00047', 'Special Features': '375 instacook recipes, Stainless Steel cavity, Instachef App, Healthy fry, Healthy fermentation, Healthy Indian tadka Function, Child Lock, Barbeque, Express Cooking, Multistage Cooking, Dual Thermal Protection, Deodoriser and Steam Clean, Dual Grill Technology, Digital Display, Defrost, multi-distribution system, 4 Step Cooking', 'Oven Cooking Mode': 'Convection', 'Colour': 'Golden Rose', 'Voltage': '230 Volts', 'Wattage': '1450 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Right', 'Material': 'Stainless Steel', 'Included Components': '1', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Godrej'}","{'ASIN': 'B07VQ89LR4', 'Customer Reviews': '4.0\n4 ratings\n4.0 out of 5 stars', 'Best Sellers Rank': '#710,615 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#213 in Microwave Ovens', 'Date First Available': '28 July 2019', 'Manufacturer': 'Godrej, Godrej', 'Packer': 'Godrej', 'Importer': 'Godrej', 'Item Weight': '3 kg 860 g', 'Item Dimensions LxWxH': '196.9 x 202 x 120.1 Centimeters', 'Net Quantity': '1 set', 'Generic Name': 'Microwave Ovens'}",Godrej,,,Golden Rose,28,Stainless Steel,,,1450 Watts,230 Volts,,,,,,,,Godrej,,,52141502SD00047,,Countertop,52141502SD00047,"375 instacook recipes, Stainless Steel cavity, Instachef App, Healthy fry, Healthy fermentation, Healthy Indian tadka Function, Child Lock, Barbeque, Express Cooking, Multistage Cooking, Dual Thermal Protection, Deodoriser and Steam Clean, Dual Grill Technology, Digital Display, Defrost, multi-distribution system, 4 Step Cooking",Convection,,Electric,Defrost,Right,1,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 kg 860 g,1 set,196.9 x 202 x 120.1 Centimeters,B07VQ89LR4,28 July 2019,Godrej,Godrej,Microwave Ovens,710615,213
https://www.amazon.in/Generic-Oven/dp/B0BJ32K77G/ref=sr_1_207?keywords=microwave+oven&qid=1687856619&sr=8-207,Oven,,13595,,,,Megha Electronics.....,{},"{'Manufacturer': 'Megha Electronics', 'Country of Origin': 'India', 'ASIN': 'B0BJ32K77G'}","{'Manufacturer': 'Megha Electronics, 123456', 'Item Dimensions LxWxH': '12 x 12 x 12 Centimeters', 'Net Quantity': '1.00 count', 'Included Components': 'No', 'Generic Name': 'Other'}",,,,,,,,,,,,,,,,,,Megha Electronics,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 count,12 x 12 x 12 Centimeters,,,,,Other,,
https://www.amazon.in/LG-Charcoal-Convection-Microwave-MJEN286UH/dp/B0977DC7Y5/ref=sr_1_93?keywords=microwave+oven&qid=1687856598&sr=8-93,"LG 28 L All in One Charcoal Convection Microwave Oven (MJEN286UH, Black)",,,,3.7,54,,"{'Brand': 'LG', 'Colour': 'Black', 'Heating Method': 'Convection', 'Installation Type': 'Countertop', 'Wattage': '1950 Watts'}","{'Brand': 'LG', 'Model': 'MJEN286UH', 'Capacity': '28 litres', 'Installation Type': 'Countertop', 'Part Number': '101NMJG028828', 'Special Features': 'Auto Cook', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Wattage': '1950 Watts', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Batteries Required': 'No', 'Manufacturer': 'LG ELECTRONICS INDIA PVT. LTD.; 51, UDYOG VIHAR, GREATER NOIDA (U.P.) - 201306'}","{'ASIN': 'B0977DC7Y5', 'Customer Reviews': '3.7\n54 ratings\n3.7 out of 5 stars', 'Best Sellers Rank': '#199,120 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#90 in Microwave Ovens', 'Date First Available': '14 June 2021', 'Manufacturer': 'LG ELECTRONICS INDIA PVT. LTD.; 51, UDYOG VIHAR, GREATER NOIDA (U.P.) - 201306, LG ELECTRONICS INDIA PVT. LTD.; 51, UDYOG VIHAR, GREATER NOIDA (U.P.) - 201306', 'Packer': 'LG ELECTRONICS INDIA PVT. LTD.; 51, UDYOG VIHAR, GREATER NOIDA (U.P.) - 201306', 'Item Weight': '19 kg 900 g', 'Item Dimensions LxWxH': '4.38 x 4.82 x 2.81 Meters'}",LG,,,Black,28,,,,1950 Watts,,,,,,,,,"LG ELECTRONICS INDIA PVT. LTD.; 51, UDYOG VIHAR, GREATER NOIDA (U.P.) - 201306",,,MJEN286UH,,Countertop,101NMJG028828,Auto Cook,Convection,,,Defrost,Left,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 kg 900 g,,4.38 x 4.82 x 2.81 Meters,B0977DC7Y5,14 June 2021,"LG ELECTRONICS INDIA PVT. LTD.; 51, UDYOG VIHAR, GREATER NOIDA (U.P.) - 201306",,,199120,90
https://www.amazon.in/Samsung-Convection-Microwave-MC28A6036QK-TL/dp/B09ST1X14N/ref=sr_1_100?keywords=microwave+oven&qid=1687856601&sr=8-100,"Samsung 28 L Convection Microwave Oven with SlimFry (MC28A6036QK/TL, Black)",20300,17250,15,3.6,4,DAWNTECH ELECTRONICS PRIVATE LIMITED,"{'Brand': 'Samsung', 'Colour': 'Black', 'Capacity': '28 litres', 'Special Feature': 'Control: Tact button Dials that are easy to use with a long life, Accessories: Cr… See more', 'Installation Type': 'Freestanding'}","{'Brand': 'Samsung', 'Model': 'MC28A6036QK/TL', 'Capacity': '28 litres', 'Installation Type': 'Freestanding', 'Part Number': '92838406', 'Special Features': 'Control: Tact button Dials that are easy to use with a long life, Accessories: Crusty Plate / Multi Spit / Wire Rack/ Quick Guide Label, Various Cooking Mode, Preheat, Clock, 30 sec. Plus, Eco Mode, Defrost Power, Auto Programs, Auto Cook, SLIM FRY™,Turntable On/Off, Child Safety Lock, Sound on/off, Power Consumption: Microwave 1400 W || Grill 1500 W || Convection 2100 W', 'Oven Cooking Mode': 'Convection', 'Burner Type': 'Quartz, Sheath', 'Colour': 'Black', 'Voltage': '230 Volts', 'Wattage': '900 Watts', 'Defrost System': 'Power Defrost', 'Door Orientation': 'Left', 'Material': 'Stainless Steel, Glass, Ceramic', 'Included Components': 'Wire Rack, Crusty Plate, Multi Spit, Quick Guide Label', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Samsung'}","{'ASIN': 'B09ST1X14N', 'Customer Reviews': '3.6\n4 ratings\n3.6 out of 5 stars', 'Best Sellers Rank': '#244,467 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#102 in Microwave Ovens', 'Date First Available': '18 February 2022', 'Manufacturer': 'Samsung, Samsung Electronics (M) SDN BHD , 42000, Lot2, Lebuh 2, North Klang Straits, Area 21 Industrial Park, Port Klang, Selangor, Darul Ehsan West , Malaysia', 'Packer': 'Samsun Electronics (M) SDN BHD LOT 2, North Klang Straits, Area 21, Industrial Park, 42000 Port Klang, Selangor Darul, Ehsan, West Malaysia', 'Importer': '1800 40 7267864 (1800 40 SAMSUNG)', 'Item Weight': '18 kg 100 g', 'Item Dimensions LxWxH': '46.3 x 51.7 x 31 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Convection Microwave Oven with SlimFry'}",Samsung,,,Black,28,"Stainless Steel, Glass, Ceramic",,,900 Watts,230 Volts,,,,,,,,Samsung,,,MC28A6036QK/TL,,Freestanding,92838406,"Control: Tact button Dials that are easy to use with a long life, Accessories: Crusty Plate / Multi Spit / Wire Rack/ Quick Guide Label, Various Cooking Mode, Preheat, Clock, 30 sec. Plus, Eco Mode, Defrost Power, Auto Programs, Auto Cook, SLIM FRY™,Turntable On/Off, Child Safety Lock, Sound on/off, Power Consumption: Microwave 1400 W || Grill 1500 W || Convection 2100 W",Convection,"Quartz, Sheath",,Power Defrost,Left,"Wire Rack, Crusty Plate, Multi Spit, Quick Guide Label",No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 kg 100 g,1 Count,46.3 x 51.7 x 31 Centimeters,B09ST1X14N,18 February 2022,"Samsun Electronics (M) SDN BHD LOT 2, North Klang Straits, Area 21, Industrial Park, 42000 Port Klang, Selangor Darul, Ehsan, West Malaysia",1800 40 7267864 (1800 40 SAMSUNG),Convection Microwave Oven with SlimFry,244467,102
https://www.amazon.in/Ajanta-Exports-Universal-Emmert-Aluminium/dp/B0B4F2R7GK/ref=sr_1_185?keywords=microwave+oven&qid=1687856616&sr=8-185,AKIVIN Hot Air Universal Oven (Emmert Type Aluminium 355 x 355 x 355 45 Ltrs,21529,11429,47,,,AjantaExports,"{'Brand': 'AKIVIN', 'Colour': 'Multicolored', 'Product Dimensions': '70D x 45W x 55H Centimeters', 'Special Feature': 'Double Wall', 'Control Type': 'Knob'}","{'Brand': 'AKIVIN', 'Colour': 'Multicolored', 'Product Dimensions': '70D x 45W x 55H Centimeters', 'Special Feature': 'Double Wall', 'Control Type': 'Knob', 'Included Components': 'Grill', 'Finish Type': 'Paint,Powder,Steel', 'Door Material Type': 'Stainless Steel', 'Manufacturer': 'Ajanta Export Industries', 'Country of Origin': 'India', 'Item part number': 'AEI-UO-SN02', 'ASIN': 'B0B4F2R7GK'}","{'Manufacturer': 'Ajanta Export Industries', 'Item Weight': '35 kg', 'Net Quantity': '1.00 Ounce', 'Included Components': 'Grill'}",AKIVIN,Double Wall,70D x 45W x 55H Centimeters,Multicolored,,,,,,,,,,,,,,Ajanta Export Industries,India,,,,,,,,,,,,Grill,,,,,,,,,,,,,,AEI-UO-SN02,,,Knob,,"Paint,Powder,Steel",Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 kg,1.00 Ounce,,,,,,,,
https://www.amazon.in/Panasonic-Convection-Microwave-NN-CT36HBFDG-Black/dp/B07GFV63W3/ref=sr_1_118?keywords=microwave+oven&qid=1687856604&sr=8-118,"Panasonic 23L Convection Microwave Oven(NN-CT36HBFDG,Black, 360° Heat Wrap) with Starter Kit",15790,13220,16,4.0,27,Official Seller - India,"{'Brand': 'Panasonic', 'Colour': 'Black', 'Capacity': '23 litres', 'Special Feature': 'Auto Cook, Turntable', 'Installation Type': 'Freestanding'}","{'Brand': 'Panasonic', 'Model': 'NN-CT36HBFDG', 'Energy Consumption': '800 Watts', 'Capacity': '23 litres', 'Volume Capacity Name': '23 litres', 'Installation Type': 'Freestanding', 'Part Number': 'NN-CT36HBFDG', 'Special Features': 'Auto Cook, Turntable', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Voltage': '230 Volts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Iron', 'Included Components': 'User Manual, Warranty Card, Extended Warranty Card, Round Wire Rack, Glass Tray and Crispy Tawa', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Panasonic', 'Country of Origin': 'India'}","{'ASIN': 'B07GFV63W3', 'Customer Reviews': '4.0\n27 ratings\n4.0 out of 5 stars', 'Best Sellers Rank': '#635,731 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#195 in Microwave Ovens', 'Date First Available': '14 August 2018', 'Manufacturer': 'Panasonic', 'Item Weight': '13 kg 800 g', 'Item Dimensions LxWxH': '43.6 x 53.6 x 33 Centimeters'}",Panasonic,,,Black,23,Iron,,,,230 Volts,,,,,,,,Panasonic,India,,NN-CT36HBFDG,,Freestanding,NN-CT36HBFDG,"Auto Cook, Turntable",Convection,,Electric,Defrost,Left,"User Manual, Warranty Card, Extended Warranty Card, Round Wire Rack, Glass Tray and Crispy Tawa",No,,,,,,No,,,,,,,,800 Watts,,,,,,23 litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 kg 800 g,,43.6 x 53.6 x 33 Centimeters,B07GFV63W3,14 August 2018,,,,635731,195
https://aax-eu.amazon.in/x/c/RMux8tZNB3PkXTPyvQzTf7kAAAGI_Be1wAMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBtfxtl/https://www.amazon.in/Wonderchef-Oven-Tandoor-Griller-OTG/dp/B07KJT6KPD/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.f94148a7-b034-4e58-9f1d-2cf8db3cd03c%3Aamzn1.sym.f94148a7-b034-4e58-9f1d-2cf8db3cd03c&cv_ct_cx=microwave+oven&keywords=microwave+oven&pd_rd_i=B07KJT6KPD&pd_rd_r=bc240778-4f7a-46a0-8df0-46ddee3579b5&pd_rd_w=0hHqh&pd_rd_wg=GRRrF&pf_rd_p=f94148a7-b034-4e58-9f1d-2cf8db3cd03c&pf_rd_r=3WA5WCFMP8RBM2DVQGPG&qid=1687856592&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-49-06195d41-65bd-48f4-8e70-03d97b6094ec,"Wonderchef Oven Toaster Griller (OTG) - 48 litres, Steel with Rotisserie, Auto-Shut Off, Heat-Resistant Tempered Glass, 6-Stage Heat Selection Bake, Grill, Roast | Easy clean",16400,9799,40,4.0,2617,RetailEZ Pvt Ltd,"{'Brand': 'Wonderchef', 'Colour': 'Silver', 'Product Dimensions': '42D x 59W x 38H Centimeters', 'Special Feature': 'Temperature Control, Timer', 'Control Type': 'Knob'}","{'Brand': 'Wonderchef', 'Colour': 'Silver', 'Product Dimensions': '42D x 59W x 38H Centimeters', 'Special Feature': 'Temperature Control, Timer', 'Control Type': 'Knob', 'Door Style': 'Dropdown Door', 'Included Components': 'Chromed wire rack, Baking and Grilling Tray, Rotisserie, Tray handle and Crumb Tray', 'Model Name': '48L Silver', 'Finish Type': 'Steel', 'Door Material Type': 'Tempered Glass', 'Manufacturer': 'Wonderchef', 'Country of Origin': 'China', 'Item model number': '63152803', 'ASIN': 'B07KJT6KPD'}","{'Manufacturer': 'Wonderchef', 'Item Weight': '20 kg', 'Included Components': 'Chromed wire rack, Baking and Grilling Tray, Rotisserie, Tray handle and Crumb Tray', 'Best Sellers Rank': '#3,683 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#2 in Oven Toaster Grills'}",Wonderchef,"Temperature Control, Timer",42D x 59W x 38H Centimeters,Silver,,,,,,,,,,,,,,Wonderchef,China,63152803,,,,,,,,,,,"Chromed wire rack, Baking and Grilling Tray, Rotisserie, Tray handle and Crumb Tray",,48L Silver,,,,,,,,,,,,,,,Knob,Dropdown Door,Steel,Tempered Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 kg,,,,,,,,3683,2 in Oven Toaster Grills
